filename;alg;init;mut;cross;repair;min_igd;avg_igd;median_igd;max_igd;std_igd
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_nrii;ac;brm;33.53376884216793;45.63114582062663;45.31027915736949;58.85962777513723;6.359235631032167
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_nrii;ac;rrm;35.693539762169294;44.75582311404139;44.17246732685802;54.273958559604466;5.905195847143247
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_nrii;ppc;brm;39.7826062938282;49.624803815977366;49.24477470383539;58.54870018864117;4.702926255703551
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_nrii;ppc;rrm;38.31026868500786;46.73717028201424;46.31829283301637;66.52378501962052;6.6722870832748535
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_nrii;ppc_fuo;brm;38.2117403938151;48.28356353414067;49.626178559968004;54.282939829723894;5.0235101318486635
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_nrii;ppc_fuo;rrm;38.61392471931916;48.52763366143573;48.353330733936986;59.672525688131635;6.09399528797454
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_nrii;spc;brm;28.500110544547578;37.14443618244609;35.1677840537682;48.79345770145009;6.467117034568523
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_nrii;spc;rrm;26.327965574259128;33.776846098715524;33.4642433541732;49.34923103850832;5.715742112282957
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_wri;ac;brm;31.484222253320635;43.032805107844965;42.549768871595006;55.11565902736194;5.37982321776354
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_wri;ac;rrm;29.46327547658356;43.92030217934649;42.12348092076617;56.72913402574576;5.996561667942521
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_wri;ppc;brm;36.570655615759335;45.14541301988656;43.595346070846986;57.58714406343463;5.905171616283667
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_wri;ppc;rrm;36.69430070030152;47.81804653746333;47.59530407676681;59.03896562547209;6.871646780412748
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_wri;ppc_fuo;brm;39.395041505358;48.74482926089271;47.94146751657635;62.0109034134118;5.185431759562422
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_wri;ppc_fuo;rrm;42.03396011244791;51.03607962532733;51.95500590141451;57.40742755579873;4.416222877351626
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_wri;spc;brm;23.770004473858958;32.649642762116486;32.085603838432064;44.9399304889354;6.155267656980886
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_wri;spc;rrm;28.41500562531248;35.644154535314044;35.122075323066184;46.5140453526705;3.8725304445138615
nsgaii_nt_combined;nsgaii;spg;rbm_rcm_brm_bcpm_nrii;ac;brm;38.19114851874556;51.40241260938259;50.561680113627894;65.8502260740136;6.721935517401382
nsgaii_nt_combined;nsgaii;spg;rbm_rcm_brm_bcpm_nrii;ac;rrm;35.586003307466;47.936790645049435;49.44273632584341;60.2237525622864;7.192646021208849
nsgaii_nt_combined;nsgaii;spg;rbm_rcm_brm_bcpm_nrii;ppc;brm;40.60930261257336;53.32484106839087;53.844081069693445;67.75804705659567;6.827855965940885
nsgaii_nt_combined;nsgaii;spg;rbm_rcm_brm_bcpm_nrii;ppc;rrm;37.82089521457302;53.791211093841675;54.2993932294025;64.38313216006732;7.098363734954414
nsgaii_nt_combined;nsgaii;spg;rbm_rcm_brm_bcpm_nrii;ppc_fuo;brm;34.4561669968805;52.51240163124944;51.91951201334829;65.42468376575675;7.0898745119345365
nsgaii_nt_combined;nsgaii;spg;rbm_rcm_brm_bcpm_nrii;ppc_fuo;rrm;35.079328325227856;47.66719535470489;47.51660095318958;62.05061245850635;6.265955947876181
nsgaii_nt_combined;nsgaii;spg;rbm_rcm_brm_bcpm_nrii;spc;brm;30.20692463714826;44.240253242237216;43.047873109058685;60.242245811581135;9.09831452392803
nsgaii_nt_combined;nsgaii;spg;rbm_rcm_brm_bcpm_nrii;spc;rrm;26.156425253924105;39.3926447409906;40.39633331218007;52.204851598207554;6.132931547599465
nsgaii_nt_combined;nsgaii;spg;rbm_rcm_brm_bcpm_wri;ac;brm;36.347006772620794;47.15381514515555;47.52111053218232;58.693559421801496;6.053618650599618
nsgaii_nt_combined;nsgaii;spg;rbm_rcm_brm_bcpm_wri;ac;rrm;33.87771450469914;48.06364625484928;47.94261063153263;59.07343965481996;6.380474437956714
nsgaii_nt_combined;nsgaii;spg;rbm_rcm_brm_bcpm_wri;ppc;brm;36.44587639793371;47.75981461547177;47.848875348238245;62.64857205655998;6.991455020257963
nsgaii_nt_combined;nsgaii;spg;rbm_rcm_brm_bcpm_wri;ppc;rrm;34.753496495639645;49.97550805496532;51.7495014138392;63.882031113645766;7.480326353733695
nsgaii_nt_combined;nsgaii;spg;rbm_rcm_brm_bcpm_wri;ppc_fuo;brm;41.55162655366217;51.971235110864654;51.667093406874514;63.726278878223226;6.344934637693454
nsgaii_nt_combined;nsgaii;spg;rbm_rcm_brm_bcpm_wri;ppc_fuo;rrm;28.90568823629481;50.29879632838515;51.18641207922184;59.817260530834645;7.63888660605743
