filename;alg;init;mut;cross;repair;min_igd;avg_igd;median_igd;max_igd;std_igd
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_nrii;ac;brm;126.76271743481203;182.71460096539104;189.80519135099448;213.59791825084875;22.48403016757748
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_nrii;ac;rrm;120.22763364986989;161.8203370075636;163.30942548953942;187.37646438581402;19.668876674347665
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_nrii;ppc;brm;176.54667790900433;199.76466433924162;201.10947155316563;215.79155390278785;10.762327102914572
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_nrii;ppc;rrm;164.64458767588067;188.51235205593136;186.8637343906527;222.59908959518293;14.290683626132312
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_nrii;ppc_fuo;brm;165.97060981126398;196.3908243750509;198.18519621968898;233.69462880317607;16.955873726394834
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_nrii;ppc_fuo;rrm;170.5258064760029;200.96747385768617;198.0449511766741;225.851131167929;17.57625592331062
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_nrii;spc;brm;86.77743444775672;110.22511323328847;108.0542826694668;133.76597264704597;12.663691723851187
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_nrii;spc;rrm;77.99242453848385;98.54487591180367;97.2928376623704;130.16103138432868;14.417943971196689
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_wri;ac;brm;128.0551990136462;172.4076551314011;176.35891827098538;198.7808447815285;20.18024515113929
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_wri;ac;rrm;139.74552018377167;176.8060459746404;179.23683307524067;204.4851342664772;16.519595207516517
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_wri;ppc;brm;157.2339377020027;184.91907597340983;186.37702340802412;214.48449502615412;12.93543582074471
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_wri;ppc;rrm;146.29499166842967;178.66188855811293;177.27892008844145;201.11230611356217;15.03154860085547
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_wri;ppc_fuo;brm;159.61956450756927;191.14929058491572;189.9945223670781;232.18686635836283;19.934283111778576
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_wri;ppc_fuo;rrm;160.37631061509884;190.54589040801335;187.47909758599374;223.44567817837304;15.107872132882067
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_wri;spc;brm;91.46346126497242;102.38739761793482;101.34213843088888;121.13673213462847;8.234749714849706
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_wri;spc;rrm;122.21843321131946;184.6592499759575;188.43185519154778;216.36002244854626;22.068708923417635
nsgaii_nt_combined;nsgaii;spg;rbm_rcm_brm_bcpm_nrii;ac;brm;107.19896040356083;174.22791810320135;179.81674471063093;201.07057937378516;21.46534045229266
nsgaii_nt_combined;nsgaii;spg;rbm_rcm_brm_bcpm_nrii;ac;rrm;128.44375153390163;158.66453601709512;158.50520283277353;191.4292800181732;18.90272404931378
nsgaii_nt_combined;nsgaii;spg;rbm_rcm_brm_bcpm_nrii;ppc;brm;157.908542202826;189.8566191377989;190.32661242024943;208.69511511836453;15.008309569455976
nsgaii_nt_combined;nsgaii;spg;rbm_rcm_brm_bcpm_nrii;ppc;rrm;143.21795580446124;176.7905645974161;181.72646535796835;200.82447491035225;16.735431772493737
nsgaii_nt_combined;nsgaii;spg;rbm_rcm_brm_bcpm_nrii;ppc_fuo;brm;168.5497751794674;200.58362126314455;200.23281809511292;225.86037364733969;13.429550945050384
nsgaii_nt_combined;nsgaii;spg;rbm_rcm_brm_bcpm_nrii;ppc_fuo;rrm;161.73228146389175;185.2989759145129;185.3671066208474;211.0496639371146;14.736412143782857
nsgaii_nt_combined;nsgaii;spg;rbm_rcm_brm_bcpm_nrii;spc;brm;82.09101338489614;110.3072970787965;108.89338568531969;132.29023256074998;12.193596162110355
nsgaii_nt_combined;nsgaii;spg;rbm_rcm_brm_bcpm_nrii;spc;rrm;80.26226721400438;101.98966739114334;100.2369658794864;124.77349069852063;12.438367387193576
nsgaii_nt_combined;nsgaii;spg;rbm_rcm_brm_bcpm_wri;ac;brm;152.33969571468364;174.376307160748;173.98383145685148;200.62205571893884;15.492321555777826
nsgaii_nt_combined;nsgaii;spg;rbm_rcm_brm_bcpm_wri;ac;rrm;131.91075096722915;181.5345853925303;184.97423448697447;210.76662963738363;20.37700523447493
nsgaii_nt_combined;nsgaii;spg;rbm_rcm_brm_bcpm_wri;ppc;brm;145.47530976326732;178.93235196013126;181.084838982522;204.1206422056858;13.212327333814367
nsgaii_nt_combined;nsgaii;spg;rbm_rcm_brm_bcpm_wri;ppc;rrm;167.39799736869924;190.12965919139677;190.68804069745045;209.17537340467564;12.092025053835634
nsgaii_nt_combined;nsgaii;spg;rbm_rcm_brm_bcpm_wri;ppc_fuo;brm;158.4787778965683;175.03206103538292;175.5907080855372;194.7920598085206;10.206693355544632
nsgaii_nt_combined;nsgaii;spg;rbm_rcm_brm_bcpm_wri;ppc_fuo;rrm;138.80803635708202;187.72622851077386;188.6985657605377;209.5632342711166;15.250830672952938
nsgaii_nt_combined;nsgaii;spg;rbm_rcm_brm_bcpm_wri;spc;brm;78.10548210031969;104.26009215770395;105.54540791533788;127.19764185000501;14.548588088183042
nsgaii_nt_combined;nsgaii;spg;rbm_rcm_brm_bcpm_wri;spc;rrm;134.4758814718419;180.26281246826926;180.41763230763416;222.2404996697302;23.746210637141846
nsgaii_nt_combined;nsgaii;sq_bpg;rbm_rcm_brm_bcpm_nrii;ac;brm;104.6831210711066;154.5578085875441;160.4740091572953;187.19660848289504;20.893325027948535
nsgaii_nt_combined;nsgaii;sq_bpg;rbm_rcm_brm_bcpm_nrii;ac;rrm;116.34581584640453;147.29326798110446;149.03441451056818;176.04811364406015;16.39215473181338
nsgaii_nt_combined;nsgaii;sq_bpg;rbm_rcm_brm_bcpm_nrii;ppc;brm;155.6247629901195;174.51156449577817;172.2256495400685;191.10554320467216;8.355004134065029
nsgaii_nt_combined;nsgaii;sq_bpg;rbm_rcm_brm_bcpm_nrii;ppc;rrm;143.1024540042097;163.34038128225018;164.40581497201055;178.07147908008625;10.874149115404789
nsgaii_nt_combined;nsgaii;sq_bpg;rbm_rcm_brm_bcpm_nrii;ppc_fuo;brm;123.20354980450105;167.32677341123588;170.55932310796948;194.44639380997484;18.69800896119729
nsgaii_nt_combined;nsgaii;sq_bpg;rbm_rcm_brm_bcpm_nrii;ppc_fuo;rrm;122.30249573732503;156.63656293988936;155.12074947023098;184.12792779362826;16.8417410743026
nsgaii_nt_combined;nsgaii;sq_bpg;rbm_rcm_brm_bcpm_nrii;spc;brm;73.10341594321307;87.59611018960494;85.24960530958316;126.03289512822656;12.458459809143424
nsgaii_nt_combined;nsgaii;sq_bpg;rbm_rcm_brm_bcpm_nrii;spc;rrm;76.1659253806906;96.13478544349753;90.41236232955194;130.89179722894454;14.987843364297456
nsgaii_nt_combined;nsgaii;sq_bpg;rbm_rcm_brm_bcpm_wri;ac;brm;143.2247313677093;172.62219979030283;172.8563007524217;199.0966210656795;12.573470322306513
nsgaii_nt_combined;nsgaii;sq_bpg;rbm_rcm_brm_bcpm_wri;ac;rrm;166.16551261048943;189.08061790534032;189.65002956003931;214.05750919357624;12.086006874875519
