filename;alg;init;mut;cross;repair;min_igd;avg_igd;median_igd;max_igd;std_igd
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_nrii;ac;brm;89,28343181917526;129,65114199495855;132,2855843016956;151,40214766602867;16,200307097380602
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_nrii;ac;rrm;83,89642709682673;117,03979740231702;117,61833051067076;138,69256079221307;14,49363803238908
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_nrii;ppc;brm;123,95336537359557;140,3191905270349;141,07639147280747;154,79315675990694;9,066202519257017
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_nrii;ppc;rrm;117,79278762139269;133,7659780866283;132,12635792857822;163,16585351441748;11,324958376501744
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_nrii;ppc_fuo;brm;114,81443155142236;136,29048609668607;137,462622174378;164,57137353397326;13,424355671862502
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_nrii;ppc_fuo;rrm;115,70012803376484;142,0938083820869;140,15008419496684;164,6002137932907;14,121301371022271
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_nrii;spc;brm;67,05650236848946;81,07134669308286;80,14021318242004;93,55092101183916;7,265219065658377
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_nrii;spc;rrm;70,73688602451433;81,3371080059349;79,63040132164976;99,50976439906981;8,522144953921028
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_wri;ac;brm;96,81230299450523;131,6512868604909;133,22575781525194;152,78101518801296;15,330967913002297
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_wri;ac;rrm;133,24185141120236;153,90491512429486;151,6084784819793;174,56907848831904;14,576211422108296
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_wri;ppc;brm;115,89750595108781;135,9052552818674;135,7713546892744;155,1469918207531;10,735816847025946
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_wri;ppc;rrm;110,9744091143848;141,2278722808049;140,00256227848763;157,2596854949171;12,859557541932055
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_wri;ppc_fuo;brm;106,21636414136854;136,02890277057443;132,98261127029326;167,17165232396206;16,406487165673717
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_wri;ppc_fuo;rrm;122,29749536244051;143,01277154956227;141,99832263737954;172,19529531394156;12,689348668766707
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_wri;spc;brm;72,40609205868893;85,09659959905493;84,216304019011;97,36106804157168;6,096909635296512
nsgaii_nt_combined;nsgaii;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_wri;spc;rrm;127,79446872242835;199,2734955311448;202,1951801215979;236,50077373039983;25,69308600236645
nsgaii_nt_combined;nsgaii;spg;rbm_rcm_brm_bcpm_nrii;ac;brm;78,76424093436559;125,171036641198;127,20952534040009;151,70864595168135;17,28794343456449
nsgaii_nt_combined;nsgaii;spg;rbm_rcm_brm_bcpm_nrii;ac;rrm;91,20490281916332;118,6584996951495;119,34574649155157;146,85477697543394;16,688074003649735
nsgaii_nt_combined;nsgaii;spg;rbm_rcm_brm_bcpm_nrii;ppc;brm;112,54235756817194;137,0913747870478;139,9409914375422;154,64622312695732;12,7518877248429
nsgaii_nt_combined;nsgaii;spg;rbm_rcm_brm_bcpm_nrii;ppc;rrm;97,58243255741776;129,89396962078476;134,20448726432423;153,59506141490562;15,300003802918356
nsgaii_nt_combined;nsgaii;spg;rbm_rcm_brm_bcpm_nrii;ppc_fuo;brm;112,55813312287587;142,57657165464786;142,16912279906853;164,3234183366936;12,09796776387573
