filename;alg;init;mut;cross;repair;min_hv;avg_hv;median_hv;max_hv;std_hv
moead_nt_combined,txt;moead;spg;rbm_rcm_brm_bcpm_wri;spc;brm;2394,515998840332;2461,954175281525;2465,9162969589233;2523,245931625366;32,26693914216096
moead_nt_combined,txt;moead;spg;rbm_rcm_brm_bcpm_wri;spc;rrm;2306,135082244873;2427,7620668411255;2439,006368637085;2476,949119567871;43,008704866597334
moead_nt_combined,txt;moead;sq_bpg;rbm_rcm_brm_bcpm_nrii;ac;brm;2398,359899520874;2444,376322841644;2446,186982154846;2485,760684967041;25,606049117996182
moead_nt_combined,txt;moead;sq_bpg;rbm_rcm_brm_bcpm_nrii;ac;rrm;2377,187978744507;2448,844463062286;2458,174530029297;2519,79718208313;33,342269500904
moead_nt_combined,txt;moead;sq_bpg;rbm_rcm_brm_bcpm_nrii;ppc;brm;2368,0650310516357;2443,6806852340696;2452,6292037963867;2501,9596042633057;39,68807256831619
moead_nt_combined,txt;moead;sq_bpg;rbm_rcm_brm_bcpm_nrii;ppc;rrm;2411,3679790496826;2470,8566284179688;2471,9218349456787;2531,463722229004;33,21098606521527
moead_nt_combined,txt;moead;sq_bpg;rbm_rcm_brm_bcpm_nrii;ppc_fuo;brm;2339,280113220215;2451,2359665870667;2462,9967136383057;2518,2837810516357;43,01950460682462
moead_nt_combined,txt;moead;sq_bpg;rbm_rcm_brm_bcpm_nrii;ppc_fuo;rrm;2367,9461097717285;2437,982704639435;2440,589012145996;2528,676248550415;38,727664851179085
moead_nt_combined,txt;moead;sq_bpg;rbm_rcm_brm_bcpm_nrii;spc;brm;2360,1465644836426;2442,2547117233275;2445,1991662979126;2509,396240234375;36,475376447318155
moead_nt_combined,txt;moead;sq_bpg;rbm_rcm_brm_bcpm_nrii;spc;rrm;2366,289821624756;2438,5074528694154;2444,3045902252197;2498,6082515716553;40,36701594240481
moead_nt_combined,txt;moead;sq_bpg;rbm_rcm_brm_bcpm_wri;ac;brm;2356,7379035949707;2432,507690620422;2436,45530128479;2495,469654083252;37,85669534190303
moead_nt_combined,txt;moead;sq_bpg;rbm_rcm_brm_bcpm_wri;ac;rrm;2382,1692180633545;2436,8688842773436;2438,7247219085693;2501,0931701660156;33,46402237717328
moead_nt_combined,txt;moead;sq_bpg;rbm_rcm_brm_bcpm_wri;ppc;brm;2388,4563789367676;2455,6746839523316;2455,325168609619;2516,5168380737305;37,8781897563852
moead_nt_combined,txt;moead;sq_bpg;rbm_rcm_brm_bcpm_wri;ppc;rrm;2380,2122840881348;2450,945582962036;2463,199987411499;2501,4335174560547;33,25530067878619
moead_nt_combined,txt;moead;sq_bpg;rbm_rcm_brm_bcpm_wri;ppc_fuo;brm;2365,7233142852783;2437,3831356048586;2449,2830018997192;2526,1283950805664;42,7845768389531
moead_nt_combined,txt;moead;sq_bpg;rbm_rcm_brm_bcpm_wri;ppc_fuo;rrm;2367,2439727783203;2427,6733045578003;2418,6094942092896;2517,580738067627;40,48448105978093
moead_nt_combined,txt;moead;sq_bpg;rbm_rcm_brm_bcpm_wri;spc;brm;2366,779457092285;2449,4402862548827;2460,1800441741943;2501,566324234009;34,80724714917478
moead_nt_combined,txt;moead;sq_bpg;rbm_rcm_brm_bcpm_wri;spc;rrm;2358,0562076568604;2423,4444805145263;2423,3508882522583;2487,8689289093018;35,70175464849386
moead_nt_combined,txt;moead;sq_bpg_50x50_tel_bgp_strict_ir;rbm_rcm_brm_bcpm_nrii;ac;brm;2389,2405643463135;2450,567309951782;2462,960835456848;2485,0045280456543;28,711698683272754
moead_nt_combined,txt;moead;sq_bpg_50x50_tel_bgp_strict_ir;rbm_rcm_brm_bcpm_nrii;ac;rrm;2362,312358856201;2433,8534744262697;2441,5117626190186;2496,5776901245117;32,80821804033213
moead_nt_combined,txt;moead;sq_bpg_50x50_tel_bgp_strict_ir;rbm_rcm_brm_bcpm_nrii;ppc;brm;2411,4083003997803;2467,257392692566;2484,6880378723145;2506,5938205718994;33,06212554687035
moead_nt_combined,txt;moead;sq_bpg_50x50_tel_bgp_strict_ir;rbm_rcm_brm_bcpm_nrii;ppc;rrm;2368,2535076141357;2455,616501617432;2468,789758682251;2514,724880218506;37,746623952648676
moead_nt_combined,txt;moead;sq_bpg_50x50_tel_bgp_strict_ir;rbm_rcm_brm_bcpm_nrii;ppc_fuo;brm;2367,9832305908203;2438,7436195373534;2423,473077774048;2514,87904548645;40,833261587114436
moead_nt_combined,txt;moead;sq_bpg_50x50_tel_bgp_strict_ir;rbm_rcm_brm_bcpm_nrii;ppc_fuo;rrm;2389,0642623901367;2444,990783405304;2449,916721343994;2504,361270904541;36,760054556350696
moead_nt_combined,txt;moead;sq_bpg_50x50_tel_bgp_strict_ir;rbm_rcm_brm_bcpm_nrii;spc;brm;2437,271463394165;2472,83022146225;2472,2091312408447;2520,339117050171;23,42646148249446
moead_nt_combined,txt;moead;sq_bpg_50x50_tel_bgp_strict_ir;rbm_rcm_brm_bcpm_nrii;spc;rrm;2403,5408840179443;2451,0639666557313;2449,781838417053;2501,894203186035;31,058167709771396
moead_nt_combined,txt;moead;sq_bpg_50x50_tel_bgp_strict_ir;rbm_rcm_brm_bcpm_wri;ac;brm;2365,4908905029297;2442,3751846313476;2445,196099281311;2526,7433891296387;41,171449742736804
moead_nt_combined,txt;moead;sq_bpg_50x50_tel_bgp_strict_ir;rbm_rcm_brm_bcpm_wri;ac;rrm;2327,1507720947266;2432,750676727295;2434,4547901153564;2491,612070083618;35,7778367597338
moead_nt_combined,txt;moead;sq_bpg_50x50_tel_bgp_strict_ir;rbm_rcm_brm_bcpm_wri;ppc;brm;2409,195571899414;2473,3381625175475;2482,205867767334;2515,5225353240967;34,75664015844942
moead_nt_combined,txt;moead;sq_bpg_50x50_tel_bgp_strict_ir;rbm_rcm_brm_bcpm_wri;ppc;rrm;2364,7304859161377;2454,9804812431335;2464,32790184021;2512,283000946045;41,08136057499234
moead_nt_combined,txt;moead;sq_bpg_50x50_tel_bgp_strict_ir;rbm_rcm_brm_bcpm_wri;ppc_fuo;brm;2335,1693992614746;2451,4895182609557;2464,8796405792236;2528,54541015625;49,551374215176196
moead_nt_combined,txt;moead;sq_bpg_50x50_tel_bgp_strict_ir;rbm_rcm_brm_bcpm_wri;ppc_fuo;rrm;2362,139081954956;2442,234958457947;2438,1301259994507;2528,987106323242;47,04662674344647
moead_nt_combined,txt;moead;sq_bpg_50x50_tel_bgp_strict_ir;rbm_rcm_brm_bcpm_wri;spc;brm;2387,3308296203613;2460,4230560302735;2464,696930885315;2517,2109355926514;30,780585481895745
moead_nt_combined,txt;moead;sq_bpg_50x50_tel_bgp_strict_ir;rbm_rcm_brm_bcpm_wri;spc;rrm;2374,2540912628174;2442,116927719116;2444,7651176452637;2505,7520275115967;30,203127547321348
moead_nt_combined,txt;moead;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_nrii;ac;brm;2401,054075241089;2446,12118434906;2443,538836479187;2496,811269760132;27,41965179279469
moead_nt_combined,txt;moead;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_nrii;ac;rrm;2361,932794570923;2441,2563371658325;2440,5630464553833;2504,423007965088;37,59396998702194
moead_nt_combined,txt;moead;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_nrii;ppc;brm;2368,245780944824;2444,897075843811;2451,1765575408936;2488,841302871704;39,52387684479642
moead_nt_combined,txt;moead;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_nrii;ppc;rrm;2390,430732727051;2462,612383556366;2470,325611114502;2530,5237827301025;44,4911024157216
moead_nt_combined,txt;moead;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_nrii;ppc_fuo;brm;2384,6641902923584;2442,391850280762;2454,473773956299;2505,484462738037;39,12270555508877
moead_nt_combined,txt;moead;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_nrii;ppc_fuo;rrm;2351,879472732544;2444,4415357589723;2454,7780961990356;2515,136276245117;45,76705395481086
moead_nt_combined,txt;moead;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_nrii;spc;brm;2411,8570556640625;2457,041654586792;2458,0721578598022;2500,9970149993896;26,267949120988707
moead_nt_combined,txt;moead;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_nrii;spc;rrm;2370,9741191864014;2449,1836833953857;2450,0655088424683;2508,0455436706543;37,794002101782944
moead_nt_combined,txt;moead;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_wri;ac;brm;2357,7749977111816;2449,5969947814942;2455,4411935806274;2508,511068344116;38,65495005405728
moead_nt_combined,txt;moead;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_wri;ac;rrm;2384,0701637268066;2437,551346874237;2440,062602996826;2492,0683727264404;25,53736523713313
moead_nt_combined,txt;moead;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_wri;ppc;brm;2365,8585357666016;2464,407376098633;2482,281741142273;2505,4762649536133;38,21986550349328
moead_nt_combined,txt;moead;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_wri;ppc;rrm;2367,9699096679688;2449,1479189872744;2454,6000547409058;2510,3240280151367;35,46487204334271
moead_nt_combined,txt;moead;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_wri;ppc_fuo;brm;2364,240676879883;2450,6762462615966;2454,1856422424316;2520,436836242676;46,06214711695161
moead_nt_combined,txt;moead;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_wri;ppc_fuo;rrm;2311,864414215088;2426,964785003662;2412,7332105636597;2511,94917678833;53,13706116616868
moead_nt_combined,txt;moead;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_wri;spc;brm;2366,223340988159;2459,391172027588;2468,09228515625;2522,419973373413;32,17416122525063
moead_nt_combined,txt;moead;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_wri;spc;rrm;2357,040367126465;2433,1595293998716;2441,7701873779297;2484,2983741760254;32,96416538457722
moead_nt_combined,txt;moead;tel_bgp_wide;rbm_rcm_brm_bcpm_nrii;ac;brm;2366,1281604766846;2455,711352157593;2458,6035413742065;2513,3208808898926;35,83901610944003
moead_nt_combined,txt;moead;tel_bgp_wide;rbm_rcm_brm_bcpm_nrii;ac;rrm;2374,231985092163;2453,7597064971924;2459,3850297927856;2503,6876735687256;31,67128740486036
moead_nt_combined,txt;moead;tel_bgp_wide;rbm_rcm_brm_bcpm_nrii;ppc;brm;2326,015012741089;2451,98043050766;2468,865219116211;2516,1331119537354;49,6554647710062
moead_nt_combined,txt;moead;tel_bgp_wide;rbm_rcm_brm_bcpm_nrii;ppc;rrm;2389,9376525878906;2455,9363593101502;2459,512964248657;2518,2314739227295;35,597603502699606
moead_nt_combined,txt;moead;tel_bgp_wide;rbm_rcm_brm_bcpm_nrii;ppc_fuo;brm;2365,196418762207;2433,645162677765;2442,2394285202026;2499,3663024902344;45,1095666447953
moead_nt_combined,txt;moead;tel_bgp_wide;rbm_rcm_brm_bcpm_nrii;ppc_fuo;rrm;2395,747833251953;2463,7823924064637;2460,9817991256714;2514,867576599121;36,1164425485546
moead_nt_combined,txt;moead;tel_bgp_wide;rbm_rcm_brm_bcpm_nrii;spc;brm;2384,3731441497803;2445,8061546325685;2453,0652828216553;2481,153793334961;28,236027573479586
moead_nt_combined,txt;moead;tel_bgp_wide;rbm_rcm_brm_bcpm_nrii;spc;rrm;2407,65682220459;2456,3694960594175;2467,779854774475;2511,8504848480225;30,034615801104287
moead_nt_combined,txt;moead;tel_bgp_wide;rbm_rcm_brm_bcpm_wri;ac;brm;2399,7727546691895;2447,198698425293;2452,806351661682;2500,885528564453;26,60482111966423
moead_nt_combined,txt;moead;tel_bgp_wide;rbm_rcm_brm_bcpm_wri;ac;rrm;2386,089614868164;2445,0833106040955;2452,4704456329346;2477,8351078033447;26,401786525773044
moead_nt_combined,txt;moead;tel_bgp_wide;rbm_rcm_brm_bcpm_wri;ppc;brm;2367,8337841033936;2474,5833574295043;2475,8049173355103;2518,4472427368164;37,05423938985618
moead_nt_combined,txt;moead;tel_bgp_wide;rbm_rcm_brm_bcpm_wri;ppc;rrm;2369,921941757202;2450,024529647827;2462,8334674835205;2530,883834838867;41,82778728344086
moead_nt_combined,txt;moead;tel_bgp_wide;rbm_rcm_brm_bcpm_wri;ppc_fuo;brm;2366,8440132141113;2449,787141895294;2459,807702064514;2505,167594909668;45,72202263961247
moead_nt_combined,txt;moead;tel_bgp_wide;rbm_rcm_brm_bcpm_wri;ppc_fuo;rrm;2353,111747741699;2458,695624065399;2467,173415184021;2517,5851974487305;38,360962902814464
moead_nt_combined,txt;moead;tel_bgp_wide;rbm_rcm_brm_bcpm_wri;spc;brm;2408,454391479492;2457,5075187683105;2466,6400861740112;2514,565210342407;32,63452139945317
moead_nt_combined,txt;moead;tel_bgp_wide;rbm_rcm_brm_bcpm_wri;spc;rrm;2392,764320373535;2437,8530776023863;2435,5220851898193;2506,6174297332764;31,88686641205712
moead_nt_combined,txt;moead;tel_bpg_p10;rbm_rcm_brm_bcpm_nrii;ac;brm;2411,9966316223145;2456,46325378418;2462,507378578186;2502,2553329467773;24,079350836455266
moead_nt_combined,txt;moead;tel_bpg_p10;rbm_rcm_brm_bcpm_nrii;ac;rrm;2361,458414077759;2446,7435364723206;2454,8423385620117;2507,2638664245605;32,19184501857904
moead_nt_combined,txt;moead;tel_bpg_p10;rbm_rcm_brm_bcpm_nrii;ppc;brm;2390,3036346435547;2467,231799030304;2471,7182569503784;2515,181760787964;29,948045181776347
moead_nt_combined,txt;moead;tel_bpg_p10;rbm_rcm_brm_bcpm_nrii;ppc;rrm;2392,095714569092;2477,9579095840454;2482,773199081421;2527,6820793151855;28,662885740663576
moead_nt_combined,txt;moead;tel_bpg_p10;rbm_rcm_brm_bcpm_nrii;ppc_fuo;brm;2390,179111480713;2455,6394304275514;2465,9823503494263;2505,865770339966;33,746430890827966
moead_nt_combined,txt;moead;tel_bpg_p10;rbm_rcm_brm_bcpm_nrii;ppc_fuo;rrm;2404,0960006713867;2474,6873927116394;2485,661868095398;2531,2842292785645;39,61461079473961
moead_nt_combined,txt;moead;tel_bpg_p10;rbm_rcm_brm_bcpm_nrii;spc;brm;2368,1424045562744;2454,154082298279;2456,8823261260986;2514,9215812683105;36,01158622990188
moead_nt_combined,txt;moead;tel_bpg_p10;rbm_rcm_brm_bcpm_nrii;spc;rrm;2422,74227142334;2461,0056212425234;2455,2343435287476;2507,553232192993;22,297011682031346
moead_nt_combined,txt;moead;tel_bpg_p10;rbm_rcm_brm_bcpm_wri;ac;brm;2408,765350341797;2453,4417567253113;2460,25506401062;2511,621961593628;27,72038035513148
moead_nt_combined,txt;moead;tel_bpg_p10;rbm_rcm_brm_bcpm_wri;ac;rrm;2367,33482170105;2444,87086315155;2445,675506591797;2497,879196166992;31,81197499720596
moead_nt_combined,txt;moead;tel_bpg_p10;rbm_rcm_brm_bcpm_wri;ppc;brm;2411,3078899383545;2466,507180595398;2469,2116508483887;2527,579484939575;37,230932328892436
moead_nt_combined,txt;moead;tel_bpg_p10;rbm_rcm_brm_bcpm_wri;ppc;rrm;2368,2215328216553;2447,297213459015;2450,5018558502197;2504,3535499572754;37,5072549919506
moead_nt_combined,txt;moead;tel_bpg_p10;rbm_rcm_brm_bcpm_wri;ppc_fuo;brm;2413,0665435791016;2473,1363496780396;2471,324192047119;2513,3767795562744;27,565303973146953
moead_nt_combined,txt;moead;tel_bpg_p10;rbm_rcm_brm_bcpm_wri;ppc_fuo;rrm;2389,98628616333;2456,934920692444;2459,442632675171;2511,8754844665527;31,379418800892072
moead_nt_combined,txt;moead;tel_bpg_p10;rbm_rcm_brm_bcpm_wri;spc;brm;2358,0478382110596;2455,104473686218;2457,145938873291;2495,1913738250732;27,363603397416362
moead_nt_combined,txt;moead;tel_bpg_p10;rbm_rcm_brm_bcpm_wri;spc;rrm;2391,0310401916504;2439,668987751007;2435,3516273498535;2485,176990509033;26,383431207159525
moead_nt_combined,txt;moead;tel_bpg_p25;rbm_rcm_brm_bcpm_nrii;ac;brm;2364,117416381836;2448,2725098609926;2448,798397064209;2517,7116165161133;39,53817775825435
moead_nt_combined,txt;moead;tel_bpg_p25;rbm_rcm_brm_bcpm_nrii;ac;rrm;2360,803861618042;2439,698263645172;2443,9848470687866;2498,765880584717;30,02888599395716
moead_nt_combined,txt;moead;tel_bpg_p25;rbm_rcm_brm_bcpm_nrii;ppc;brm;2412,946491241455;2460,06406621933;2465,32798576355;2505,5630474090576;27,67454732335493
moead_nt_combined,txt;moead;tel_bpg_p25;rbm_rcm_brm_bcpm_nrii;ppc;rrm;2343,3586921691895;2457,216506576538;2474,841763496399;2532,0153465270996;51,93091369099869
moead_nt_combined,txt;moead;tel_bpg_p25;rbm_rcm_brm_bcpm_nrii;ppc_fuo;brm;2367,8428058624268;2458,5264001846313;2466,9475116729736;2511,5774726867676;40,54785157486665
moead_nt_combined,txt;moead;tel_bpg_p25;rbm_rcm_brm_bcpm_nrii;ppc_fuo;rrm;2409,324851989746;2463,0731758117677;2465,8558025360107;2527,980339050293;30,242399769988573
moead_nt_combined,txt;moead;tel_bpg_p25;rbm_rcm_brm_bcpm_nrii;spc;brm;2386,590751647949;2458,3133442878725;2465,32079410553;2502,9003868103027;34,31814879133208
moead_nt_combined,txt;moead;tel_bpg_p25;rbm_rcm_brm_bcpm_nrii;spc;rrm;2361,5153675079346;2448,300287447478;2461,6436729431152;2515,91845703125;43,461152944533545
moead_nt_combined,txt;moead;tel_bpg_p25;rbm_rcm_brm_bcpm_wri;ac;brm;2397,7281017303467;2454,0124881744387;2455,306086540222;2523,0588607788086;29,16875901286259
moead_nt_combined,txt;moead;tel_bpg_p25;rbm_rcm_brm_bcpm_wri;ac;rrm;2373,1666984558105;2441,5447662353517;2448,2336711883545;2510,4697341918945;38,56744832600556
moead_nt_combined,txt;moead;tel_bpg_p25;rbm_rcm_brm_bcpm_wri;ppc;brm;2413,2097206115723;2460,5999676704405;2461,5124406814575;2518,716682434082;26,529632168228037
moead_nt_combined,txt;moead;tel_bpg_p25;rbm_rcm_brm_bcpm_wri;ppc;rrm;2389,461820602417;2456,7077065467834;2458,0269346237183;2520,2767906188965;31,468473731123513
moead_nt_combined,txt;moead;tel_bpg_p25;rbm_rcm_brm_bcpm_wri;ppc_fuo;brm;2358,4314823150635;2446,580037689209;2462,5851106643677;2513,57114982605;48,217106168242466
moead_nt_combined,txt;moead;tel_bpg_p25;rbm_rcm_brm_bcpm_wri;ppc_fuo;rrm;2358,0439472198486;2449,640478515625;2458,8860836029053;2524,678762435913;43,630264998950615
moead_nt_combined,txt;moead;tel_bpg_p25;rbm_rcm_brm_bcpm_wri;spc;brm;2405,0145683288574;2441,720557975769;2439,387526512146;2504,46879196167;26,778144376507555
moead_nt_combined,txt;moead;tel_bpg_p25;rbm_rcm_brm_bcpm_wri;spc;rrm;2379,334297180176;2443,719864845276;2446,956230163574;2490,0147495269775;27,487283307370745
moead_nt_combined,txt;moead;tel_bpg_strict;rbm_rcm_brm_bcpm_nrii;ac;brm;2405,9165744781494;2458,7990502357484;2463,6483421325684;2505,7594089508057;25,483786589044435
moead_nt_combined,txt;moead;tel_bpg_strict;rbm_rcm_brm_bcpm_nrii;ac;rrm;2363,8134059906006;2452,7780822753907;2455,4460620880127;2510,764898300171;34,543637813963784
moead_nt_combined,txt;moead;tel_bpg_strict;rbm_rcm_brm_bcpm_nrii;ppc;brm;2413,4319400787354;2466,833732509613;2469,802311897278;2506,363868713379;32,805114453278186
moead_nt_combined,txt;moead;tel_bpg_strict;rbm_rcm_brm_bcpm_nrii;ppc;rrm;2411,5392532348633;2474,081563568115;2477,8810997009277;2517,6478786468506;28,58963177899296
moead_nt_combined,txt;moead;tel_bpg_strict;rbm_rcm_brm_bcpm_nrii;ppc_fuo;brm;2411,354766845703;2467,0333255767823;2466,9395837783813;2530,486228942871;31,505110975534407
moead_nt_combined,txt;moead;tel_bpg_strict;rbm_rcm_brm_bcpm_nrii;ppc_fuo;rrm;2367,924066543579;2459,2221492767335;2465,707929611206;2519,8409729003906;40,61373623763637
moead_nt_combined,txt;moead;tel_bpg_strict;rbm_rcm_brm_bcpm_nrii;spc;brm;2408,0709648132324;2469,885152053833;2466,5957403182983;2513,8432636260986;21,44099013806183
moead_nt_combined,txt;moead;tel_bpg_strict;rbm_rcm_brm_bcpm_nrii;spc;rrm;2390,4803771972656;2455,194359111786;2457,581892967224;2510,9458923339844;29,180813094626494
moead_nt_combined,txt;moead;tel_bpg_strict;rbm_rcm_brm_bcpm_wri;ac;brm;2405,9421100616455;2459,732264614105;2455,7061071395874;2521,3961486816406;27,678322271460477
moead_nt_combined,txt;moead;tel_bpg_strict;rbm_rcm_brm_bcpm_wri;ac;rrm;2363,6001682281494;2447,5055590629577;2447,3872470855713;2524,4338703155518;36,45821614445704
moead_nt_combined,txt;moead;tel_bpg_strict;rbm_rcm_brm_bcpm_wri;ppc;brm;2413,36798286438;2475,236441707611;2479,082368850708;2517,7928009033203;26,700122735675436
