filename;alg;init;mut;cross;repair;n_pop;cxpb;mutpb;min_igd;avg_igd;median_igd;max_igd;std_igd
1737136140_fianl_tests;moead;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_wri;ppc;rrm;100;50;50;2.0596439793101085;3.0886570274823013;2.8486353089317147;4.793797080106948;0.7610377733371315
1737136140_fianl_tests;moead;spg;rbm_rcm_brm_bcpm_wri;ac;rrm;100;50;100;3.356273394691555;4.357690052894267;4.03455428012358;6.155548544402283;0.8193777775537779
1737136140_fianl_tests;moead;sq_bpg;rbm_rcm_brm_bcpm_nrii;ppc;rrm;100;50;50;1.3891726305253376;3.1352084020177733;2.9266038785316013;5.811790831064276;1.185565614488392
1737136140_fianl_tests;moead;sq_bpg;rbm_rcm_brm_bcpm_nrii;ppc;rrm;110;50;60;1.3481569749175013;2.922194458983326;2.8469450454523884;4.0708223257910205;0.775848665023421
1737136140_fianl_tests;moead;tel_bpg_strict;rbm_rcm_brm_bcpm_nrii;ppc;rrm;100;50;50;1.5080028549735127;2.9661445044674246;2.775657934673196;4.636533282271095;0.9781985788889929
1737136140_fianl_tests;nsgaii;spg;rbm_rcm_brm_bcpm_wri;ac;rrm;100;50;100;6.6955022261176245;15.513972264389219;16.025218207201995;28.898862551353517;4.877831475264224
1737136140_fianl_tests;nsgaii;sq_bpg;rbm_rcm_brm_bcpm_nrii;ppc;rrm;120;90;50;8.047554098877093;11.571234393431975;11.449897203188181;16.628601421465024;2.2698532059064758
1737136140_fianl_tests;nsgaii;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_nrii;ppc;brm;300;100;10;1.0500136860610099;2.9971382667486393;2.8772290288585483;4.831347546471785;1.0423095973522338
1737136140_fianl_tests;nsgaii;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_nrii;ppc;rrm;100;50;50;5.856215165697276;12.879906802450853;13.591590200983351;16.751243875279414;2.7997336434952675
1737136140_fianl_tests;nsgaii;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_wri;ppc_fuo;brm;340;100;10;0.7240597085217972;2.2596264693156094;2.047544172047189;4.607135333858463;0.9469625961085115
