filename;alg;init;mut;cross;repair;n_pop;cxpb;mutpb;min_igd;avg_igd;median_igd;max_igd;std_igd
1737136140_fianl_tests;moead;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_wri;ppc;rrm;100;50;50;0.7696643352394813;1.8757730890031674;1.7104714925717637;3.9957014406979985;0.869089490970963
1737136140_fianl_tests;moead;spg;rbm_rcm_brm_bcpm_wri;ac;rrm;100;50;100;1.20850608165612;2.35675660733873;2.3712879029402805;3.628604914738107;0.681399706291708
1737136140_fianl_tests;moead;sq_bpg;rbm_rcm_brm_bcpm_nrii;ppc;rrm;100;50;50;1.1503861354727263;2.2088287586626776;1.9168670892912365;3.755233492347435;0.7546719438659283
1737136140_fianl_tests;moead;sq_bpg;rbm_rcm_brm_bcpm_nrii;ppc;rrm;110;50;60;0.745189678348693;1.930936695112991;1.7586390647660355;3.2835340108418425;0.6668433308164112
1737136140_fianl_tests;moead;tel_bpg_strict;rbm_rcm_brm_bcpm_nrii;ppc;rrm;100;50;50;0.6932324315472698;1.7729450486197655;1.6573798691397141;3.0156181310956507;0.7916144843925391
1737136140_fianl_tests;nsgaii;spg;rbm_rcm_brm_bcpm_wri;ac;rrm;100;50;100;5.676898664907692;9.251978693482954;9.113272152694142;13.607243570440021;2.1368381655691144
1737136140_fianl_tests;nsgaii;sq_bpg;rbm_rcm_brm_bcpm_nrii;ppc;rrm;120;90;50;4.0827589961249675;5.269364634834247;5.137224063253058;6.731774244712714;0.8397922489975967
1737136140_fianl_tests;nsgaii;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_nrii;ppc;brm;300;100;10;1.7964722414063194;4.012418203803377;3.8161858098334362;6.742608470590468;1.4095508655480933
1737136140_fianl_tests;nsgaii;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_nrii;ppc;rrm;100;50;50;6.031971581539748;10.179981246649124;10.348345918994587;14.528593895915582;1.9730115988220098
1737136140_fianl_tests;nsgaii;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_wri;ppc_fuo;brm;340;100;10;1.7770086479445362;2.692464297055193;2.718767035795725;4.111719211433582;0.6929487762849681
