filename;alg;init;mut;cross;repair;n_pop;cxpb;mutpb;min_igd;avg_igd;median_igd;max_igd;std_igd
1737136140_fianl_tests;moead;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_wri;ppc;rrm;100;50;50;1.2309162976996748;2.0370556483974833;1.9757375618906754;3.6074014813674506;0.539961072547104
1737136140_fianl_tests;moead;spg;rbm_rcm_brm_bcpm_wri;ac;rrm;100;50;100;3.976434391327186;5.5126604554708205;5.311991267506306;7.277739914090867;0.8866835030642775
1737136140_fianl_tests;moead;sq_bpg;rbm_rcm_brm_bcpm_nrii;ppc;rrm;100;50;50;1.2347808302190568;2.492751396653005;2.291672998889331;6.097555712266716;1.0657766155354473
1737136140_fianl_tests;moead;sq_bpg;rbm_rcm_brm_bcpm_nrii;ppc;rrm;110;50;60;1.295611848845345;2.112456354432166;2.085221531803872;3.637572563285117;0.5862953796472502
1737136140_fianl_tests;moead;tel_bpg_strict;rbm_rcm_brm_bcpm_nrii;ppc;rrm;100;50;50;1.0825028883506014;1.95590075076291;2.021154089089027;3.0378693853238707;0.4468307337088886
1737136140_fianl_tests;nsgaii;spg;rbm_rcm_brm_bcpm_wri;ac;rrm;100;50;100;4.800444728420922;11.775892285733141;11.595015828510677;18.801686441073272;3.5444845679506476
1737136140_fianl_tests;nsgaii;sq_bpg;rbm_rcm_brm_bcpm_nrii;ppc;rrm;120;90;50;8.281254405471477;13.96474751974201;13.2723418680241;23.456354668468833;3.2789703724637786
1737136140_fianl_tests;nsgaii;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_nrii;ppc;brm;300;100;10;1.8716783949464069;3.083150350005254;3.065236401653392;4.635374668621442;0.7352789993624003
1737136140_fianl_tests;nsgaii;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_nrii;ppc;rrm;100;50;50;3.3329498686837282;10.656344557201786;10.022210646273713;20.33948608687899;3.790516918626599
1737136140_fianl_tests;nsgaii;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_wri;ppc_fuo;brm;340;100;10;1.4177744154699299;2.673004237352214;2.7937620105584253;4.552172290792995;0.7584047728467667
