filename;alg;init;mut;cross;repair;n_pop;cxpb;mutpb;min_igd;avg_igd;median_igd;max_igd;std_igd
1737136140_fianl_tests;moead;bpg_sq_tel_pp;rbm_rcm_brm_bcpm_wri;ppc;rrm;100;50;50;0.2779783749637196;0.8177872277269209;0.8640207639142021;1.2690466861641263;0.2558995951718667
1737136140_fianl_tests;moead;spg;rbm_rcm_brm_bcpm_wri;ac;rrm;100;50;100;1.1207313480486487;1.500396327161672;1.4647520310238353;2.001247811787334;0.22263448535670838
1737136140_fianl_tests;moead;sq_bpg;rbm_rcm_brm_bcpm_nrii;ppc;rrm;100;50;50;0.5389272908634661;1.0846320297165508;1.0391588861700374;1.7193492622268545;0.29095334582405513
1737136140_fianl_tests;moead;sq_bpg;rbm_rcm_brm_bcpm_nrii;ppc;rrm;110;50;60;0.4008441215151356;1.081138086184049;0.945312943200691;2.8942212397804634;0.5588919604359657
1737136140_fianl_tests;moead;tel_bpg_strict;rbm_rcm_brm_bcpm_nrii;ppc;rrm;100;50;50;0.5877119046542588;1.3166290681367114;0.9522383005333881;4.344823775734746;0.8622741238858332
1737136140_fianl_tests;nsgaii;spg;rbm_rcm_brm_bcpm_wri;ac;rrm;100;50;100;5.061564603807977;13.697016923168665;14.094675310584114;22.693231182769864;3.9968270134124313
1737136140_fianl_tests;nsgaii;sq_bpg;rbm_rcm_brm_bcpm_nrii;ppc;rrm;120;90;50;4.217945822186575;7.991139467987407;7.8729930135969015;11.992715127963866;1.9655501803866238
1737136140_fianl_tests;nsgaii;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_nrii;ppc;brm;300;100;10;1.6648327957311189;3.688683408070593;3.221435635694662;6.675225576119147;1.417209648284446
1737136140_fianl_tests;nsgaii;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_nrii;ppc;rrm;100;50;50;8.50481339083143;15.663952603852962;15.696826960732118;22.86220302066245;3.2213278191214347
1737136140_fianl_tests;nsgaii;sq_bpg_50x50_tel_bgp_strict_pr;rbm_rcm_brm_bcpm_wri;ppc_fuo;brm;340;100;10;2.1142960240836866;3.8014888448274897;3.367049686825836;6.431050218933474;1.2928541179937527
